"","Year","Ceremony","Category","Nominee","Additional.Info","Won.Academy.Award","Film","Artist","Film.ID"
"8814","1941","1941 (14th)","Art Direction","Hold Back the Dawn","Art Direction: Hans Dreier, Robert Usher; Interior Decoration: Sam Comer","NO","Hold Back the Dawn","Art Direction: Hans Dreier, Robert Usher; Interior Decoration: Sam Comer","Hold Back the Dawn (1941)"
"8815","1941","1941 (14th)","Art Direction","How Green Was My Valley","Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little","YES","How Green Was My Valley","Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little","How Green Was My Valley (1941)"
"8816","1941","1941 (14th)","Art Direction","Ladies in Retirement","Art Direction: Lionel Banks; Interior Decoration: George Montgomery","NO","Ladies in Retirement","Art Direction: Lionel Banks; Interior Decoration: George Montgomery","Ladies in Retirement (1941)"
"8817","1941","1941 (14th)","Art Direction","The Little Foxes","Art Direction: Stephen Goosson; Interior Decoration: Howard Bristol","NO","The Little Foxes","Art Direction: Stephen Goosson; Interior Decoration: Howard Bristol","The Little Foxes (1941)"
"8818","1941","1941 (14th)","Art Direction","Sergeant York","Art Direction: John Hughes; Interior Decoration: Fred MacLean","NO","Sergeant York","Art Direction: John Hughes; Interior Decoration: Fred MacLean","Sergeant York (1941)"
"8819","1941","1941 (14th)","Art Direction","Sis Hopkins[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Nomination withdrawn by Republic Studios.]","","NO","Sis Hopkins[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Nomination withdrawn by Republic Studios.]","","Sis Hopkins[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Nomination withdrawn by Republic Studios.] (1941)"
"8820","1941","1941 (14th)","Art Direction","The Son of Monte Cristo","Art Direction: John DuCasse Schulze; Interior Decoration: Edward G. Boyle","NO","The Son of Monte Cristo","Art Direction: John DuCasse Schulze; Interior Decoration: Edward G. Boyle","The Son of Monte Cristo (1941)"
"8821","1941","1941 (14th)","Art Direction","Sundown","Art Direction: Alexander Golitzen; Interior Decoration: Richard Irvine","NO","Sundown","Art Direction: Alexander Golitzen; Interior Decoration: Richard Irvine","Sundown (1941)"
"8822","1941","1941 (14th)","Art Direction","That Hamilton Woman","Art Direction: Vincent Korda; Interior Decoration: Julia Heron","NO","That Hamilton Woman","Art Direction: Vincent Korda; Interior Decoration: Julia Heron","That Hamilton Woman (1941)"
"8823","1941","1941 (14th)","Art Direction","When Ladies Meet","Art Direction: Cedric Gibbons, Randall Duell; Interior Decoration: Edwin B. Willis","NO","When Ladies Meet","Art Direction: Cedric Gibbons, Randall Duell; Interior Decoration: Edwin B. Willis","When Ladies Meet (1941)"
"8824","1941","1941 (14th)","Art Direction","Blood and Sand","Art Direction: Richard Day, Joseph C. Wright; Interior Decoration: Thomas Little","NO","Blood and Sand","Art Direction: Richard Day, Joseph C. Wright; Interior Decoration: Thomas Little","Blood and Sand (1941)"
"8825","1941","1941 (14th)","Art Direction","Blossoms in the Dust","Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis","YES","Blossoms in the Dust","Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis","Blossoms in the Dust (1941)"
"8826","1941","1941 (14th)","Art Direction","Louisiana Purchase","Art Direction: Raoul Pene du Bois; Interior Decoration: Stephen A. Seymour","NO","Louisiana Purchase","Art Direction: Raoul Pene du Bois; Interior Decoration: Stephen A. Seymour","Louisiana Purchase (1941)"
"8827","1941","1941 (14th)","Cinematography","The Chocolate Soldier","Karl Freund","NO","The Chocolate Soldier","Karl Freund","The Chocolate Soldier (1941)"
"8828","1941","1941 (14th)","Cinematography","Citizen Kane","Gregg Toland","NO","Citizen Kane","Gregg Toland","Citizen Kane (1941)"
"8829","1941","1941 (14th)","Cinematography","Dr. Jekyll and Mr. Hyde","Joseph Ruttenberg","NO","Dr. Jekyll and Mr. Hyde","Joseph Ruttenberg","Dr. Jekyll and Mr. Hyde (1941)"
"8830","1941","1941 (14th)","Cinematography","Here Comes Mr. Jordan","Joseph Walker","NO","Here Comes Mr. Jordan","Joseph Walker","Here Comes Mr. Jordan (1941)"
"8831","1941","1941 (14th)","Cinematography","Hold Back the Dawn","Leo Tover","NO","Hold Back the Dawn","Leo Tover","Hold Back the Dawn (1941)"
"8832","1941","1941 (14th)","Cinematography","How Green Was My Valley","Arthur Miller","YES","How Green Was My Valley","Arthur Miller","How Green Was My Valley (1941)"
"8833","1941","1941 (14th)","Cinematography","Sergeant York","Sol Polito","NO","Sergeant York","Sol Polito","Sergeant York (1941)"
"8834","1941","1941 (14th)","Cinematography","Sun Valley Serenade","Edward Cronjager","NO","Sun Valley Serenade","Edward Cronjager","Sun Valley Serenade (1941)"
"8835","1941","1941 (14th)","Cinematography","Sundown","Charles Lang","NO","Sundown","Charles Lang","Sundown (1941)"
"8836","1941","1941 (14th)","Cinematography","That Hamilton Woman","Rudolph Maté","NO","That Hamilton Woman","Rudolph Maté","That Hamilton Woman (1941)"
"8837","1941","1941 (14th)","Cinematography","Aloma of the South Seas","Wilfred M. Cline, Karl Struss, William Snyder","NO","Aloma of the South Seas","Wilfred M. Cline, Karl Struss, William Snyder","Aloma of the South Seas (1941)"
"8838","1941","1941 (14th)","Cinematography","Billy the Kid","William V. Skall, Leonard Smith","NO","Billy the Kid","William V. Skall, Leonard Smith","Billy the Kid (1941)"
"8839","1941","1941 (14th)","Cinematography","Blood and Sand","Ernest Palmer, Ray Rennahan","YES","Blood and Sand","Ernest Palmer, Ray Rennahan","Blood and Sand (1941)"
"8840","1941","1941 (14th)","Cinematography","Blossoms in the Dust","Karl Freund, W. Howard Greene","NO","Blossoms in the Dust","Karl Freund, W. Howard Greene","Blossoms in the Dust (1941)"
"8841","1941","1941 (14th)","Cinematography","Dive Bomber","Bert Glennon","NO","Dive Bomber","Bert Glennon","Dive Bomber (1941)"
"8842","1941","1941 (14th)","Cinematography","Louisiana Purchase","Harry Hallenberger, Ray Rennahan","NO","Louisiana Purchase","Harry Hallenberger, Ray Rennahan","Louisiana Purchase (1941)"
"8843","1941","1941 (14th)","Directing","Citizen Kane","Orson Welles","NO","Citizen Kane","Orson Welles","Citizen Kane (1941)"
"8844","1941","1941 (14th)","Directing","Here Comes Mr. Jordan","Alexander Hall","NO","Here Comes Mr. Jordan","Alexander Hall","Here Comes Mr. Jordan (1941)"
"8845","1941","1941 (14th)","Directing","How Green Was My Valley","John Ford","YES","How Green Was My Valley","John Ford","How Green Was My Valley (1941)"
"8846","1941","1941 (14th)","Directing","The Little Foxes","William Wyler","NO","The Little Foxes","William Wyler","The Little Foxes (1941)"
"8847","1941","1941 (14th)","Directing","Sergeant York","Howard Hawks","NO","Sergeant York","Howard Hawks","Sergeant York (1941)"
"8848","1941","1941 (14th)","Documentary (Feature)","To Rey Scott for his extraordinary achievement in producing Kukan, the film record of China's struggle, including its photography with a 16mm camera under the most difficult and dangerous conditions.","","YES","To Rey Scott for his extraordinary achievement in producing Kukan, the film record of China's struggle, including its photography with a 16mm camera under the most difficult and dangerous conditions.","","To Rey Scott for his extraordinary achievement in producing Kukan, the film record of China's struggle, including its photography with a 16mm camera under the most difficult and dangerous conditions. (1941)"
"8849","1941","1941 (14th)","Documentary (Feature)","To The British Ministry of Information for its vivid and dramatic presentation of the heroism of the RAF in the documentary film, Target for Tonight.","","YES","To The British Ministry of Information for its vivid and dramatic presentation of the heroism of the RAF in the documentary film, Target for Tonight.","","To The British Ministry of Information for its vivid and dramatic presentation of the heroism of the RAF in the documentary film, Target for Tonight. (1941)"
"8850","1941","1941 (14th)","Documentary (Short Subject)","Adventure in the Bronx","Film Associates","NO","Adventure in the Bronx","Film Associates","Adventure in the Bronx (1941)"
"8851","1941","1941 (14th)","Documentary (Short Subject)","Bomber","United States Office for Emergency Management Film Unit","NO","Bomber","United States Office for Emergency Management Film Unit","Bomber (1941)"
"8852","1941","1941 (14th)","Documentary (Short Subject)","Christmas under Fire","British Ministry of Information","NO","Christmas under Fire","British Ministry of Information","Christmas under Fire (1941)"
"8853","1941","1941 (14th)","Documentary (Short Subject)","Churchill's Island","National Film Board of Canada","YES","Churchill's Island","National Film Board of Canada","Churchill's Island (1941)"
"8854","1941","1941 (14th)","Documentary (Short Subject)","Letter from Home","British Ministry of Information","NO","Letter from Home","British Ministry of Information","Letter from Home (1941)"
"8855","1941","1941 (14th)","Documentary (Short Subject)","Life of a Thoroughbred","Truman Talley, Producer","NO","Life of a Thoroughbred","Truman Talley, Producer","Life of a Thoroughbred (1941)"
"8856","1941","1941 (14th)","Documentary (Short Subject)","Norway in Revolt","The March of Time","NO","Norway in Revolt","The March of Time","Norway in Revolt (1941)"
"8857","1941","1941 (14th)","Documentary (Short Subject)","A Place to Live","Philadelphia Housing Association","NO","A Place to Live","Philadelphia Housing Association","A Place to Live (1941)"
"8858","1941","1941 (14th)","Documentary (Short Subject)","Russian Soil","Amkino","NO","Russian Soil","Amkino","Russian Soil (1941)"
"8859","1941","1941 (14th)","Documentary (Short Subject)","Soldiers of the Sky","Truman Talley, Producer","NO","Soldiers of the Sky","Truman Talley, Producer","Soldiers of the Sky (1941)"
"8860","1941","1941 (14th)","Documentary (Short Subject)","War Clouds in the Pacific","National Film Board of Canada","NO","War Clouds in the Pacific","National Film Board of Canada","War Clouds in the Pacific (1941)"
"8861","1941","1941 (14th)","Film Editing","Citizen Kane","Robert Wise","NO","Citizen Kane","Robert Wise","Citizen Kane (1941)"
"8862","1941","1941 (14th)","Film Editing","Dr. Jekyll and Mr. Hyde","Harold F. Kress","NO","Dr. Jekyll and Mr. Hyde","Harold F. Kress","Dr. Jekyll and Mr. Hyde (1941)"
"8863","1941","1941 (14th)","Film Editing","How Green Was My Valley","James B. Clark","NO","How Green Was My Valley","James B. Clark","How Green Was My Valley (1941)"
"8864","1941","1941 (14th)","Film Editing","The Little Foxes","Daniel Mandell","NO","The Little Foxes","Daniel Mandell","The Little Foxes (1941)"
"8865","1941","1941 (14th)","Film Editing","Sergeant York","William Holmes","YES","Sergeant York","William Holmes","Sergeant York (1941)"
"8866","1941","1941 (14th)","Music (Scoring)","All That Money Can Buy","Bernard Herrmann","YES","All That Money Can Buy","Bernard Herrmann","All That Money Can Buy (1941)"
"8867","1941","1941 (14th)","Music (Scoring)","Back Street","Frank Skinner","NO","Back Street","Frank Skinner","Back Street (1941)"
"8868","1941","1941 (14th)","Music (Scoring)","Ball of Fire","Alfred Newman","NO","Ball of Fire","Alfred Newman","Ball of Fire (1941)"
"8869","1941","1941 (14th)","Music (Scoring)","Cheers for Miss Bishop","Edward Ward","NO","Cheers for Miss Bishop","Edward Ward","Cheers for Miss Bishop (1941)"
"8870","1941","1941 (14th)","Music (Scoring)","Citizen Kane","Bernard Herrmann","NO","Citizen Kane","Bernard Herrmann","Citizen Kane (1941)"
"8871","1941","1941 (14th)","Music (Scoring)","Dr. Jekyll and Mr. Hyde","Franz Waxman","NO","Dr. Jekyll and Mr. Hyde","Franz Waxman","Dr. Jekyll and Mr. Hyde (1941)"
"8872","1941","1941 (14th)","Music (Scoring)","Hold Back the Dawn","Victor Young","NO","Hold Back the Dawn","Victor Young","Hold Back the Dawn (1941)"
"8873","1941","1941 (14th)","Music (Scoring)","How Green Was My Valley","Alfred Newman","NO","How Green Was My Valley","Alfred Newman","How Green Was My Valley (1941)"
"8874","1941","1941 (14th)","Music (Scoring)","King of the Zombies","Edward Kay","NO","King of the Zombies","Edward Kay","King of the Zombies (1941)"
"8875","1941","1941 (14th)","Music (Scoring)","Ladies in Retirement","Morris Stoloff, Ernst Toch","NO","Ladies in Retirement","Morris Stoloff, Ernst Toch","Ladies in Retirement (1941)"
"8876","1941","1941 (14th)","Music (Scoring)","The Little Foxes","Meredith Willson","NO","The Little Foxes","Meredith Willson","The Little Foxes (1941)"
"8877","1941","1941 (14th)","Music (Scoring)","Lydia","Miklos Rozsa","NO","Lydia","Miklos Rozsa","Lydia (1941)"
"8878","1941","1941 (14th)","Music (Scoring)","Mercy Island","Cy Feuer, Walter Scharf","NO","Mercy Island","Cy Feuer, Walter Scharf","Mercy Island (1941)"
"8879","1941","1941 (14th)","Music (Scoring)","Sergeant York","Max Steiner","NO","Sergeant York","Max Steiner","Sergeant York (1941)"
"8880","1941","1941 (14th)","Music (Scoring)","So Ends Our Night","Louis Gruenberg","NO","So Ends Our Night","Louis Gruenberg","So Ends Our Night (1941)"
"8881","1941","1941 (14th)","Music (Scoring)","Sundown","Miklos Rozsa","NO","Sundown","Miklos Rozsa","Sundown (1941)"
"8882","1941","1941 (14th)","Music (Scoring)","Suspicion","Franz Waxman","NO","Suspicion","Franz Waxman","Suspicion (1941)"
"8883","1941","1941 (14th)","Music (Scoring)","Tanks a Million","Edward Ward","NO","Tanks a Million","Edward Ward","Tanks a Million (1941)"
"8884","1941","1941 (14th)","Music (Scoring)","That Uncertain Feeling","Werner Heymann","NO","That Uncertain Feeling","Werner Heymann","That Uncertain Feeling (1941)"
"8885","1941","1941 (14th)","Music (Scoring)","This Woman Is Mine","Richard Hageman","NO","This Woman Is Mine","Richard Hageman","This Woman Is Mine (1941)"
"8886","1941","1941 (14th)","Music (Scoring)","All-American Co-Ed","Edward Ward","NO","All-American Co-Ed","Edward Ward","All-American Co-Ed (1941)"
"8887","1941","1941 (14th)","Music (Scoring)","Birth of the Blues","Robert Emmett Dolan","NO","Birth of the Blues","Robert Emmett Dolan","Birth of the Blues (1941)"
"8888","1941","1941 (14th)","Music (Scoring)","Buck Privates","Charles Previn","NO","Buck Privates","Charles Previn","Buck Privates (1941)"
"8889","1941","1941 (14th)","Music (Scoring)","The Chocolate Soldier","Herbert Stothart, Bronislau Kaper","NO","The Chocolate Soldier","Herbert Stothart, Bronislau Kaper","The Chocolate Soldier (1941)"
"8890","1941","1941 (14th)","Music (Scoring)","Dumbo","Frank Churchill, Oliver Wallace","YES","Dumbo","Frank Churchill, Oliver Wallace","Dumbo (1941)"
"8891","1941","1941 (14th)","Music (Scoring)","Ice-Capades","Cy Feuer","NO","Ice-Capades","Cy Feuer","Ice-Capades (1941)"
"8892","1941","1941 (14th)","Music (Scoring)","The Strawberry Blonde","Heinz Roemheld","NO","The Strawberry Blonde","Heinz Roemheld","The Strawberry Blonde (1941)"
"8893","1941","1941 (14th)","Music (Scoring)","Sun Valley Serenade","Emil Newman","NO","Sun Valley Serenade","Emil Newman","Sun Valley Serenade (1941)"
"8894","1941","1941 (14th)","Music (Scoring)","Sunny","Anthony Collins","NO","Sunny","Anthony Collins","Sunny (1941)"
"8895","1941","1941 (14th)","Music (Scoring)","You'll Never Get Rich","Morris Stoloff","NO","You'll Never Get Rich","Morris Stoloff","You'll Never Get Rich (1941)"
"8896","1941","1941 (14th)","Music (Song)","Dumbo","Music by Frank Churchill; Lyrics by Ned Washington","NO","Dumbo","Music by Frank Churchill; Lyrics by Ned Washington","Dumbo (1941)"
"8897","1941","1941 (14th)","Music (Song)","Ridin' on a Rainbow","Music and Lyrics by Gene Autry and Fred Rose","NO","Ridin' on a Rainbow","Music and Lyrics by Gene Autry and Fred Rose","Ridin' on a Rainbow (1941)"
"8898","1941","1941 (14th)","Music (Song)","Blues in the Night","Music by Harold Arlen; Lyrics by Johnny Mercer","NO","Blues in the Night","Music by Harold Arlen; Lyrics by Johnny Mercer","Blues in the Night (1941)"
"8899","1941","1941 (14th)","Music (Song)","Buck Privates","Music by Hugh Prince; Lyrics by Don Raye","NO","Buck Privates","Music by Hugh Prince; Lyrics by Don Raye","Buck Privates (1941)"
"8900","1941","1941 (14th)","Music (Song)","Sun Valley Serenade","Music by Harry Warren; Lyrics by Mack Gordon","NO","Sun Valley Serenade","Music by Harry Warren; Lyrics by Mack Gordon","Sun Valley Serenade (1941)"
"8901","1941","1941 (14th)","Music (Song)","Las Vegas Nights","Music by Lou Alter; Lyrics by Frank Loesser","NO","Las Vegas Nights","Music by Lou Alter; Lyrics by Frank Loesser","Las Vegas Nights (1941)"
"8902","1941","1941 (14th)","Music (Song)","Lady Be Good","Music by Jerome Kern; Lyrics by Oscar Hammerstein II","YES","Lady Be Good","Music by Jerome Kern; Lyrics by Oscar Hammerstein II","Lady Be Good (1941)"
"8903","1941","1941 (14th)","Music (Song)","All-American Co-Ed","Music and Lyrics by Lloyd B. Norlind","NO","All-American Co-Ed","Music and Lyrics by Lloyd B. Norlind","All-American Co-Ed (1941)"
"8904","1941","1941 (14th)","Music (Song)","You'll Never Get Rich","Music and Lyrics by Cole Porter","NO","You'll Never Get Rich","Music and Lyrics by Cole Porter","You'll Never Get Rich (1941)"
"8905","1941","1941 (14th)","Best Picture","Blossoms in the Dust","Metro-Goldwyn-Mayer","NO","Blossoms in the Dust","Metro-Goldwyn-Mayer","Blossoms in the Dust (1941)"
"8906","1941","1941 (14th)","Best Picture","Citizen Kane","Mercury","NO","Citizen Kane","Mercury","Citizen Kane (1941)"
"8907","1941","1941 (14th)","Best Picture","Here Comes Mr. Jordan","Columbia","NO","Here Comes Mr. Jordan","Columbia","Here Comes Mr. Jordan (1941)"
"8908","1941","1941 (14th)","Best Picture","Hold Back the Dawn","Paramount","NO","Hold Back the Dawn","Paramount","Hold Back the Dawn (1941)"
"8909","1941","1941 (14th)","Best Picture","How Green Was My Valley","20th Century-Fox","YES","How Green Was My Valley","20th Century-Fox","How Green Was My Valley (1941)"
"8910","1941","1941 (14th)","Best Picture","The Little Foxes","Samuel Goldwyn Productions","NO","The Little Foxes","Samuel Goldwyn Productions","The Little Foxes (1941)"
"8911","1941","1941 (14th)","Best Picture","The Maltese Falcon","Warner Bros.","NO","The Maltese Falcon","Warner Bros.","The Maltese Falcon (1941)"
"8912","1941","1941 (14th)","Best Picture","One Foot in Heaven","Warner Bros.","NO","One Foot in Heaven","Warner Bros.","One Foot in Heaven (1941)"
"8913","1941","1941 (14th)","Best Picture","Sergeant York","Warner Bros.","NO","Sergeant York","Warner Bros.","Sergeant York (1941)"
"8914","1941","1941 (14th)","Best Picture","Suspicion","RKO Radio","NO","Suspicion","RKO Radio","Suspicion (1941)"
"8915","1941","1941 (14th)","Short Film (Animated)","Boogie Woogie Bugle Boy of Company B","Walter Lantz, Producer","NO","Boogie Woogie Bugle Boy of Company B","Walter Lantz, Producer","Boogie Woogie Bugle Boy of Company B (1941)"
"8916","1941","1941 (14th)","Short Film (Animated)","Hiawatha's Rabbit Hunt","Leon Schlesinger, Producer","NO","Hiawatha's Rabbit Hunt","Leon Schlesinger, Producer","Hiawatha's Rabbit Hunt (1941)"
"8917","1941","1941 (14th)","Short Film (Animated)","How War Came","Columbia","NO","How War Came","Columbia","How War Came (1941)"
"8918","1941","1941 (14th)","Short Film (Animated)","Lend a Paw","Walt Disney, Producer","YES","Lend a Paw","Walt Disney, Producer","Lend a Paw (1941)"
"8919","1941","1941 (14th)","Short Film (Animated)","The Night before Christmas","Metro-Goldwyn-Mayer","NO","The Night before Christmas","Metro-Goldwyn-Mayer","The Night before Christmas (1941)"
"8920","1941","1941 (14th)","Short Film (Animated)","Rhapsody in Rivets","Leon Schlesinger, Producer","NO","Rhapsody in Rivets","Leon Schlesinger, Producer","Rhapsody in Rivets (1941)"
"8921","1941","1941 (14th)","Short Film (Animated)","Rhythm in the Ranks","George Pal, Producer","NO","Rhythm in the Ranks","George Pal, Producer","Rhythm in the Ranks (1941)"
"8922","1941","1941 (14th)","Short Film (Animated)","The Rookie Bear","Metro-Goldwyn-Mayer","NO","The Rookie Bear","Metro-Goldwyn-Mayer","The Rookie Bear (1941)"
"8923","1941","1941 (14th)","Short Film (Animated)","Superman","Max Fleischer, Producer","NO","Superman","Max Fleischer, Producer","Superman (1941)"
"8924","1941","1941 (14th)","Short Film (Animated)","Truant Officer Donald","Walt Disney, Producer","NO","Truant Officer Donald","Walt Disney, Producer","Truant Officer Donald (1941)"
"8925","1941","1941 (14th)","Short Film (Live Action)","Army Champions","Pete Smith, Producer","NO","Army Champions","Pete Smith, Producer","Army Champions (1941)"
"8926","1941","1941 (14th)","Short Film (Live Action)","Beauty and the Beach","Paramount","NO","Beauty and the Beach","Paramount","Beauty and the Beach (1941)"
"8927","1941","1941 (14th)","Short Film (Live Action)","Down on the Farm","Paramount","NO","Down on the Farm","Paramount","Down on the Farm (1941)"
"8928","1941","1941 (14th)","Short Film (Live Action)","Forty Boys and a Song","Warner Bros.","NO","Forty Boys and a Song","Warner Bros.","Forty Boys and a Song (1941)"
"8929","1941","1941 (14th)","Short Film (Live Action)","Kings of the Turf","Warner Bros.","NO","Kings of the Turf","Warner Bros.","Kings of the Turf (1941)"
"8930","1941","1941 (14th)","Short Film (Live Action)","Of Pups and Puzzles","Metro-Goldwyn-Mayer","YES","Of Pups and Puzzles","Metro-Goldwyn-Mayer","Of Pups and Puzzles (1941)"
"8931","1941","1941 (14th)","Short Film (Live Action)","Sagebrush and Silver","20th Century-Fox","NO","Sagebrush and Silver","20th Century-Fox","Sagebrush and Silver (1941)"
"8932","1941","1941 (14th)","Short Film (Live Action)","Alive in the Deep","Woodard Productions, Inc.","NO","Alive in the Deep","Woodard Productions, Inc.","Alive in the Deep (1941)"
"8933","1941","1941 (14th)","Short Film (Live Action)","Forbidden Passage","Metro-Goldwyn-Mayer","NO","Forbidden Passage","Metro-Goldwyn-Mayer","Forbidden Passage (1941)"
"8934","1941","1941 (14th)","Short Film (Live Action)","The Gay Parisian","Warner Bros.","NO","The Gay Parisian","Warner Bros.","The Gay Parisian (1941)"
"8935","1941","1941 (14th)","Short Film (Live Action)","Main Street on the March!","Metro-Goldwyn-Mayer","YES","Main Street on the March!","Metro-Goldwyn-Mayer","Main Street on the March! (1941)"
"8936","1941","1941 (14th)","Short Film (Live Action)","The Tanks Are Coming","United States Army","NO","The Tanks Are Coming","United States Army","The Tanks Are Coming (1941)"
"8937","1941","1941 (14th)","Sound","Appointment for Love","Universal Studio Sound Department, Bernard B. Brown, Sound Director","NO","Appointment for Love","Universal Studio Sound Department, Bernard B. Brown, Sound Director","Appointment for Love (1941)"
"8938","1941","1941 (14th)","Sound","Ball of Fire","Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director","NO","Ball of Fire","Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director","Ball of Fire (1941)"
"8939","1941","1941 (14th)","Sound","The Chocolate Soldier","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director","NO","The Chocolate Soldier","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director","The Chocolate Soldier (1941)"
"8940","1941","1941 (14th)","Sound","Citizen Kane","RKO Radio Studio Sound Department, John Aalberg, Sound Director","NO","Citizen Kane","RKO Radio Studio Sound Department, John Aalberg, Sound Director","Citizen Kane (1941)"
"8941","1941","1941 (14th)","Sound","The Devil Pays Off","Republic Studio Sound Department, Charles Lootens, Sound Director","NO","The Devil Pays Off","Republic Studio Sound Department, Charles Lootens, Sound Director","The Devil Pays Off (1941)"
"8942","1941","1941 (14th)","Sound","How Green Was My Valley","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director","NO","How Green Was My Valley","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director","How Green Was My Valley (1941)"
"8943","1941","1941 (14th)","Sound","The Men in Her Life","Columbia Studio Sound Department, John Livadary, Sound Director","NO","The Men in Her Life","Columbia Studio Sound Department, John Livadary, Sound Director","The Men in Her Life (1941)"
"8944","1941","1941 (14th)","Sound","Sergeant York","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","NO","Sergeant York","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","Sergeant York (1941)"
"8945","1941","1941 (14th)","Sound","Skylark","Paramount Studio Sound Department, Loren Ryder, Sound Director","NO","Skylark","Paramount Studio Sound Department, Loren Ryder, Sound Director","Skylark (1941)"
"8946","1941","1941 (14th)","Sound","That Hamilton Woman","General Service Sound Department, Jack Whitney, Sound Director","YES","That Hamilton Woman","General Service Sound Department, Jack Whitney, Sound Director","That Hamilton Woman (1941)"
"8947","1941","1941 (14th)","Sound","Topper Returns","Hal Roach Studio Sound Department, Elmer Raguse, Sound Director","NO","Topper Returns","Hal Roach Studio Sound Department, Elmer Raguse, Sound Director","Topper Returns (1941)"
"8948","1941","1941 (14th)","Writing","Citizen Kane","Herman J. Mankiewicz, Orson Welles","YES","Citizen Kane","Herman J. Mankiewicz, Orson Welles","Citizen Kane (1941)"
"8949","1941","1941 (14th)","Writing","The Devil and Miss Jones","Norman Krasna","NO","The Devil and Miss Jones","Norman Krasna","The Devil and Miss Jones (1941)"
"8950","1941","1941 (14th)","Writing","Sergeant York","Abem Finkel, Harry Chandlee, Howard Koch, John Huston","NO","Sergeant York","Abem Finkel, Harry Chandlee, Howard Koch, John Huston","Sergeant York (1941)"
"8951","1941","1941 (14th)","Writing","Tall, Dark and Handsome","Karl Tunberg, Darrell Ware","NO","Tall, Dark and Handsome","Karl Tunberg, Darrell Ware","Tall, Dark and Handsome (1941)"
"8952","1941","1941 (14th)","Writing","Tom, Dick and Harry","Paul Jarrico","NO","Tom, Dick and Harry","Paul Jarrico","Tom, Dick and Harry (1941)"
"8953","1941","1941 (14th)","Writing","Ball of Fire","Billy Wilder, Thomas Monroe","NO","Ball of Fire","Billy Wilder, Thomas Monroe","Ball of Fire (1941)"
"8954","1941","1941 (14th)","Writing","Here Comes Mr. Jordan","Harry Segall","YES","Here Comes Mr. Jordan","Harry Segall","Here Comes Mr. Jordan (1941)"
"8955","1941","1941 (14th)","Writing","The Lady Eve","Monckton Hoffe","NO","The Lady Eve","Monckton Hoffe","The Lady Eve (1941)"
"8956","1941","1941 (14th)","Writing","Meet John Doe","Richard Connell, Robert Presnell","NO","Meet John Doe","Richard Connell, Robert Presnell","Meet John Doe (1941)"
"8957","1941","1941 (14th)","Writing","Night Train","Gordon Wellesley","NO","Night Train","Gordon Wellesley","Night Train (1941)"
"8958","1941","1941 (14th)","Writing","Here Comes Mr. Jordan","Sidney Buchman, Seton I. Miller","YES","Here Comes Mr. Jordan","Sidney Buchman, Seton I. Miller","Here Comes Mr. Jordan (1941)"
"8959","1941","1941 (14th)","Writing","Hold Back the Dawn","Charles Brackett, Billy Wilder","NO","Hold Back the Dawn","Charles Brackett, Billy Wilder","Hold Back the Dawn (1941)"
"8960","1941","1941 (14th)","Writing","How Green Was My Valley","Philip Dunne","NO","How Green Was My Valley","Philip Dunne","How Green Was My Valley (1941)"
"8961","1941","1941 (14th)","Writing","The Little Foxes","Lillian Hellman","NO","The Little Foxes","Lillian Hellman","The Little Foxes (1941)"
"8962","1941","1941 (14th)","Writing","The Maltese Falcon","John Huston","NO","The Maltese Falcon","John Huston","The Maltese Falcon (1941)"
"8963","1941","1941 (14th)","Honorary Award","To Rey Scott for his extraordinary achievement in producing Kukan, the film record of China's struggle, including its photography with a 16mm camera under the most difficult and dangerous conditions.","","YES",NA,NA,NA
"8964","1941","1941 (14th)","Honorary Award","To The British Ministry of Information for its vivid and dramatic presentation of the heroism of the RAF in the documentary film, Target for Tonight.","","YES",NA,NA,NA
"8965","1941","1941 (14th)","Honorary Award","To Leopold Stokowski and his associates for their unique achievement in the creation of a new form of visualized music in Walt Disney's production, Fantasia, thereby widening the scope of the motion picture as entertainment and as an art form.","","YES",NA,NA,NA
"8966","1941","1941 (14th)","Honorary Award","To Walt Disney, William Garity, John N. A. Hawkins and the RCA Manufacturing Company for their outstanding contribution to the advancement of the use of sound in motion pictures through the production of Fantasia.","","YES",NA,NA,NA
"8967","1941","1941 (14th)","Irving G. Thalberg Memorial Award","Walt Disney","","YES",NA,NA,NA
